,발화문,final_label
7223,조금만 더 기다려보다가 정 안되면 팔아야지.,1
7224,다치지는 않았는데 그래도 위험한 순간은 있었지.,1
7225,그거 너무 좋지.,1
7226,실망스러운건 사과를 억지로 했다는 거야. 상처받았지.,1
7227,아직도 진정이 안 돼! 얼마나 놀랬는지 정말 조심해야겠어.,1
7228,쓰레기통을 잘 안 비워서 그래.,1
7229,그래. 그럴려고. 고마워.,1
7230,"아니, 요즘 다 왜 이러는 거지? 이해가 안돼.",1
7231,집에 있는데 밖에 물이 가득 차 있어! 홍수가 왔나봐.,1
7232,나 갇히게 된 것 같아.,1
7233,그건 나도 잘 모르겠어.,1
7234,회사 동료들이 있긴 하지만 다들 바빠 자기 일 하기도.,1
7235,나 아무래도 혼자 갇힌 것 같애.,1
7236,기분 좋아질 수 있으면 그런 노래 좀 추천해줘.,1
7237,그 새끼는 욕 처먹어도 된다고. 나한테 얼마나 지랄인데.,1
7238,장마 때문에 비가 너무 많이 와서 우리 동네가 고립되면서 갇히게 되었어.,1
7239,처음 샀을 때보다 많이 빠졌어.,1
7240,나 갇힌 것 같아.,1
7241,조금 놀랐을 뿐이고 몸은 괜찮아 너무 힘들어.	,1
7242,"얘기할까? 아니, 다른 사람한테는 잘 하면서 나한테는!",1
7243,나 갇힌 것 같아.,1
7244,오르기는 커녕 떨어지고만 있어.,1
7245,완전 배고팠는데 기분 완전 잡쳤어.,1
7246,짭새가 몰려와서 구경 좀 하고 왔어.,1
7247,사과 영상을 봤는데 자기 변명만 하고 있어서 보고 나니까 더 화가 나.,1
7248,그래. 추천해 줘. 그거 보고 기분이나 전환하게.,1
7249,매일매일 청소를 하고 있는데 화장실은 곰팡이가 안없어져.,1
7250,가격이 처음 샀을 때보다 많이 빠졌어.,1
7251,아까 짜장면 시켰는데 짜장면에서 벌레가 나왔어요.,1
7252,계속 떨어지고 있어서 주식을 팔아버릴까 고민하고 있었는데 너의 말을 들어보니까 조금만 더 기다려봐야겠어.,1
7253,주식 가격이 계속 떨어지고 있어서 너무나 속상해.,1
7254,그 새끼는 할 일 없으면 집에나 갈 것이지. 왜 항상 나한테만 그럴까?,1
7255,기분 좋아질 만 한 음악이 있어? 그럼 나 좀 들려주라.,1
7256,그러니까 너무 지저분하고 더러워서 못 먹겠어.,1
7257,몸은 괜찮은 거 같아.,1
7258,요즘 주식을 시작했는데.,1
7259,그런 놈들은 욕 먹어도 싸다고. 욕 먹으려고 그러는 거야.,1
7260,놀란 건 괜찮은데 잠을 설쳐가지고 많이 피곤해.,1
7261,코로나 때문에 회사가 재택근무를 한대.,1
7262,그런 것 같아서 매일매일 청소를 하는데 곰팡이가 안 없어져.,1
7263,그렇지. 갈 수록 몸이 더 힘들어지고 우울해지고 무거워지는 거 같애.,1
7264,자고 일어났더니 재난 문자가 와 있더라고. 자다가 못 받은 것 같애.,1
7265,아니 지금 아무것도 안 보이고 그냥 엄청 깜깜해.,1
7266,나 주식을 시작하게 됐어.,1
7267,나 요즘 주식 시작했는데 정말 슬퍼.,1
7268,아 짜증나. 그 새끼는 할 일도 없으면 집에나 갈 것이지 나한테 왜 그럴까?,1
7269,그러니까. 짭새 구경하러 갔다가 짭새한테 쫓겨났어.,1
7270,그래서 신경쓰고 더 청소를 하는데 곰팡이가 안없어져.,1
7271,맛집이 너무 많은 강남역이야.,1
7272,그런 것 같아. 사람이 너무 많아서 제대로 못 봤어. 시끄럽구.,1
7273,정말 그렇게 한번 해봐야 되겠어. 너무 사람들이 무책임하게 음식을 만드는 것 같애.,1
7274,화장실은 아무리 청소를 해도 곰팡이가 없어지지 않아.,1
7275,아니 왜 상사 놈은 집에도 안 가고 내 옆에 붙어서 지랄이대?,1
7276,쓰레기통에 음식물 쓰레기가 있었어.,1
7277,그런 것 같아 무서워서 못 보겠어.,1
7278,맞아요. 밖에 안나가니까 몸도 뭔가 무겁고.,1
7279,방향제 냄새까지 이상해지면 어떡해?,1
7280,화장실은 청소를 해도 곰팡이가 없어지지를 않아!,1
7281,니가 그 새끼한테 당했어도 그런 얘기를 했을까?,1
7282,"니가 책임 못질거면 걍 가만히 있어. 훈수 두지 말고. 알지도 못하면 서 옆에서 뭔. 위로라고 하는 거냐 지금? 아, 짜증나.",1
7283,이번에 상장한 빅히트 엔터테인먼트 주식이야.,1
7284,하지만 기분이 나쁜 걸 어떡해?,1
7285,자고 일어났더니 비가 이렇게나 많이 와있지 뭐야. 난 재난 문자도 못 봤어!,1
7286,짭새가 몰려와서 구경 갔다 왔어!,1
7287,내 휴가가 엉망진창이 되었어.,1
7288,내가 버린 음식물쓰레기가 상해서 쓰레기통에서 냄새가 나는 거야.,1
7289,원래는 바다에 가려고 했어.,1
7290,보지도 못하게 해서 바로 나와버렸어.,1
7291,여기 우리집 올라가는 엘레베이터.,1
7292,휴가 기간 내내 비가 온다고 하니까 집에서 쉬면서 어떻게 재미있게 휴가를 보낼지 생각해봐야겠어.,1
7293,재택근무로 집안에만 있어서 그런지 답답하고 몸도 계속 처져.,1
7294,내 휴가가 엉망이야.,1
7295,화장실 청소는 아무리 해도 깨끗해지지 않네!,1
7296,집 안에 갇혀 있어! 어떻게 된 일인지.,1
7297,궁금해서 구경 갔더니 바리케이트를 치고 있더라고.,1
7298,무섭지는 않은데 공포스러워. 나 여기 갇혀 있으면 누가 못 꺼내줄까봐.,1
7299,지금보다 훨씬 나아지면 당연히 써야지!,1
7300,나 엘리베이터에 갇혔어.,1
7301,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀 왔어.	,1
7302,친구가 같이 하자고 전화왔더라고.,1
7303,쓰레기통에서 역겨운 냄새가 나고있어.,1
7304,욕 먹고 싶어서 그러는 건데 욕을 해줘야지!,1
7305,잘 때 그렇게 많은 비가 내릴지 몰랐지. 난 대피도 못 했어.,1
7306,냄새가 너무 심해서 버리려고 밖에다 빼놨어.,1
7307,알았어. 지금 당장 짜장면에서 벌레가 나온 거를 사진찍어놔야겠어.,1
7308,휴가를 냄과 동시에 비가 오기 시작하는 거야. 하루종일 비가 와.,1
7309,어쩌라고 씨발.,1
7310,아 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 갈 것이지. 남아가지고 나한테 잔소리해.,1
7311,혼자 있으니까 당연히 무섭지. 어떻게 해?,1
7312,그래. 참아야겠다.,1
7313,"삼성 증권에 들었는데, 경기가 안 좋아. 자꾸 내려가고 있어.",1
7314,나 엘리베이터에 갇혔어.,1
7315,구매하고 싶지. 빨랑 알려줘.,1
7316,짭새들 구경 갔다가 우산도 잃어버리고 왔어.,1
7317,곰팡이 제거제가 효과가 있어? ,1
7318,갑자기 홍수가 나서 집 주위가 물이 차올라서 바깥으로 나갈 수가 없어.,1
7319,내 휴가가 엉망진창이 되었어.,1
7320,너무 많이 떨어져서 이걸 어떻게 해야할지 모르겠어.,1
7321,맞아. 우리집 빼고 사방이 다 물바다가 되어있어.,1
7322,짭새 때문에 우산도 잃어버리고 왔어.,1
7323,잠을 자다가 천둥소리 때문에 깜짝 놀라서 깼어.,1
7324,응. 하나만 살게.,1
7325,그렇잖아도 방금 갖다 버렸어.,1
7326,그렇다면 한번 구매해보고 싶어. 좋은 제품 골라줘봐.,1
7327,"그럼 있음, 그런 음악 있음 빨리 빨리 틀어줬어야지.",1
7328,나 요즘 주식을 시작했어.,1
7329,내 휴가가 엉망이야.,1
7330,어떤 거? 추천해 줄 거야?,1
7331,나 혼자 집 안에 갇혔어.,1
7332,코로나 때문에 회사가 재택근무 한대.,1
7333,화장실 청소해도 곰팡이가 안 사라져.,1
7334,잘 못봤어. 근처에 오지도 못하게 하더라고.,1
7335,좋아. 스트레스 좀 풀고 싶다.,1
7336,지금 당장 사진을 메세지로 첨부해서 짜장면 집에 전화할게.,1
7337,알았어. 아 진짜 빨리 연락해봐야겠다. 아 이거 또 늦으면 자기네 탓 아니라고 뭐라뭐라 할거야.,1
7338,나 너무 우울해.,1
7339,아이 그것도 그래. 아 환기를 해도 곰팡이가 안 없어져! 진짜.,1
7340,아니 무서우니까 너한테 얘기하지. 아 미치겠네.,1
7341,진짜 니 말대로 장마철이라 그런가? 진짜 곰팡이가 끊이질 않아!,1
7342,쓰레기통에서 역겨운 냄새 나.,1
7343,그새끼가 나한테 하는 짓 보면 욕이 나올 수 밖에 없어.,1
7344,기분이 좋아질 만한 음악 있었어? 나 좀 알려 줘.,1
7345,지금은 팔 수도 없어.,1
7346,잘 모르겠어. 자고 일어났더니 주변이 다 물바다인거야.,1
7347,우리 동네 짭새가 몰려와서 사람들이 구경가고 난리였어!,1
7348,아 짜증나. 그새끼 일 끝났으면 빨리 집에나 가지. 회사에 남아서 나한테 자꾸 짜증이야.,1
7349,내말이! 아 이 집 진짜 이상해.,1
7350,"매일매일 청소를 하고 있는데, 곰팡이가 안 없어져.",1
7351,집 주변까지 물이 차올라서 아예 밖으로 나갈 수가 없어.,1
7352,내 휴가가 엉망이야.,1
7353,나 갇히게 된 것 같아 무서워!,1
7354,거의 안 움직이니까 너무 무기력한 것 같애.,1
7355,모르겠어. 물이 막 많고 홍수난 거 같애.,1
7356,계속 손해만 보고 있는데 지인한테 말도 못하고 답답하다.,1
7357,냄새가 너무 역해서 지금 당장 버리려고.,1
7358,나 다친 것 같아.,1
7359,난 게임보다는 영화보는 걸 더 즐거워 해.,1
7360,"아, 짜증나. 그 새끼는 할 일 없으면 집에나 갈 것이지.",1
7361,그렇지. 궁금하지. 짭새가 왜 몰려 있는지 보지도 못하고 왔어.,1
7362,화장실은 청소를 해도 왜 이렇게 더러워?,1
7363,하 짜증나. 그새끼는 할 일 없으면 집에나 갈 것이지 왜 항상 나한테만 그럴까?,1
7364,단톡방에서 아는 지인을 만나서 소개 받았어.,1
7365,나 아무래도 혼자 갇힌 것 같아.,1
7366,아무래도 영화나 보면서 지내야할 것 같아.,1
7367,그건 알지. 그치만 계속 불안한 건 어쩔 수 없더라고.,1
7368,어. 집에 갇힌 것 같애.,1
7369,조금 무서워. 비가 계속 오고있으니까 더 물이 고여서.,1
7370,정말 실망스러워. 진짠줄 알고 잘 봐왔는데 이렇게 딴 소리가 나오니까 말이야.,1
7371,밖에 나갈 수가 없으니까 너무 무서워.,1
7372,냄새를 방향제로 처리해야 할 거 같아.,1
7373,화장실은 청소를 해도 곰팡이가 사라지질 않아.,1
7374,나 너무 우울해!,1
7375,주식이 계속 떨어지고 있어서 어떻게 해야하나 고민했는데 너의 말대로 기다려볼게.,1
7376,다행히 우리집쪽으로 물은 들어오지 않은 것 같아. 난 괜찮고.,1
7377,그래. 바로 전화해봐야겠다.,1
7378,그 동안 바빠서 한 번을 휴가를 못 갔어. 한 1년만인 거 같애.,1
7379,정말 실망스러워. 앞으로는 더 이상 믿을 수가 없을 것 같아.,1
7380,나 갇힌 거 같아.,1
7381,응. 몸은 괜찮아. 사람이 언제 올까?,1
7382,아니. 너 너무 말이 심한 거 아니야?,1
7383,알았어. 바로 묶어서 버릴게.,1
7384,그건 아닌데 미안.,1
7385,장마철이라서 곰팡이가 많이 생기는데 신경이 쓰여.,1
7386,나 너무 우울해.,1
7387,코로나 때문에 재택근무를 시작하면서 집 안에만 있으니까 마음이 울적해져.,1
7388,그래. 음악이나 들으면서 기분을 풀어야겠어. 나 신나는 음악 좋아해.,1
7389,벌레가 나온 사진을 찍어놨으니까 조치를 해주겠지?,1
7390,마음이 우울할 땐 음악을 듣는 게 제일 좋을 것 같아.,1
7391,아까 산책 가다가 엄청 놀랐어.,1
7392,나 너무 우울해. ,1
7393,방향제 뿌렸다가 냄새가 더 이상해지면 어떡해?,1
7394,그러게 그것도 나쁘지 않겠다. 찾아봐야겠어.,1
7395,아니 왜 나한테 히스테리 부리냐고. 다른데 가서 할 것이지!,1
7396,내가 잠을 자고 있는 동안에 비가 너무나 많이 와서 우리 동네가 홍수 피해지역이 됐대. 나 고립 된 거 같아.,1
7397,무섭다구.,1
7398,집에 갇힌 것 같애.,1
7399,나 엘레베이터에 갇혔어.,1
7400,거진 바닥이야. 너무 손해가 커서 속상해.,1
7401,힘들지만 집에 고약한 냄새가 나니까 얼른 청소해야지.,1
7402,"아이, 뭐 어때.",1
7403,너무 냄새가 나고 날파리가 생겨서 지금 당장 버릴려고 해.,1
7404,자고 일어났더니 우리 동네 전체가 다 물바다야.,1
7405,어. 안 그래도 하 보자마자 바로 사진 찍었어.,1
7406,그냥 하늘만 원망하고 지내기보단 영화나 게임 그런걸 하고 보내는게 더 나을 것 같긴 해.,1
7407,쓰레기통에서 역겨운 냄새가 나고 있어! ,1
7408,점점 떨어지고 있어.,1
7409,화장실은 청소를 해도 곰팡이가 안 없어져.,1
7410,화장실은 청소를 해도 곰팡이가 없어지지 않아.,1
7411,그래서 매일매일 청소를 하고있는데 곰팡이가 안없어져.,1
7412,일이 많고 바빠서 일 년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어. ,1
7413,냄새는 방향제로 처리하는 게 가장 좋을 거 같아.,1
7414,아는 지인이 소개시켜줘서 했는데 자꾸 내려가고 있어.,1
7415,동을 안해.,1
7416,자는 동안에 그렇게 많은 비가 올지 몰랐지. 난 대피 문자도 못 받아서 피하지도 못했어.,1
7417,어. 사방이 다 물로 막혀있어.,1
7418,맞아. 우리집은 환기가 될만한 곳이 없어.,1
7419,아우. 쓰레기통에서 역겨운 냄새가 나고 있어!,1
7420,일 년 만에 휴간데 엉망이 돼버렸어. 속상해.,1
7421,고마워. 지금 너무 힘들다.,1
7422,싫어. 짭새라고 할 거야! 그리고 짭새들이 바리케이트를 치는 바람에 구경도 못하고 왔어.,1
7423,코로나 때문에 밖에 못 나가서.,1
7424,코로나 때문에 회사도 재택근무하기 시작했어.,1
7425,맞아. 사람 밖에 나가서 활동을 해야 하는데 그러지 못하니까 힘들어.,1
7426,화장실 청소는 아무리해도 곰팡이가 안없어져.,1
7427,내가 그런 거니까 다음부터 조심해야 되겠지. ,1
7428,맞아. 그래서 곰팡이가 너무 많아.,1
7429,나 너무 우울해.,1
7430,스트레스 해소나 하러 가야겠다.,1
7431,니가 그렇게 말하니까 꼭 내가 나쁜 사람이 된 것 같다? 내가 뭘 그렇게 잘못했어?,1
7432,나 홀로 갇힌 것 같아.,1
7433,지금 바로 전화해서 짜장면에 벌레가 나왔다고 항의해볼게 사진도 같이 보낼 거야.,1
7434,바로 전화하는 게 낫겠지?,1
7435,장마철이라서 곰팡이가 많이 생기고 청소를 해도 없어지지 않아서 신경이 많이 쓰여.,1
7436,너무 더럽고 지저분해서 짜장면 버릴 거야.,1
7437,나 너무 우울해.,1
7438,어. 너무 무서워 죽겠어.,1
7439,s,1
7440,역겨운 냄새가 나고 있어.,1
7441,아무래도 그렇지?,1
7442,쓰레기통에서 역겨운 냄새가 나고 있어!,1
7443,지금은 괜찮긴 한데 아까 생각만하면 좀 아찔해 아직도.,1
7444,나 너무 우울해.,1
7445,나 너무 우울해.,1
7446,그러면 기분이 좀 나아질까? 그러면 한 번 들어보지 뭐.,1
7447,곰팡이 제거제가 효과가 있을까?,1
7448,구매하고 싶어.,1
7449,쓰레기 버릴 때 음식물이 섞여 들어간 것 같아.,1
7450,효과가 있을까? 없을 것 같아.,1
7451,구경하는 사람들이 너무 많아서 잘 볼 수가 없었어.,1
7452,화장실은 청소를 해도 해도 곰팡이가 사라지지 않아.,1
7453,그래. 너의 말대로 음악이나 들으면서 기분 풀어야겠다. 나는 신나는 음악이 좋아.,1
7454,기분이 좋아질만 한 음악도 있어? 나 좀 들려줘.,1
7455,쓰레기통에서 역겨운 냄새가 나.,1
7456,그러긴 할텐데 정말 나날이 지옥같다.,1
7457,너무 무서워. 어떡해야될지 모르겠어.,1
7458,다른 사람들이 유튜버 말만 듣고 제품을 샀잖아!,1
7459,아. 짜증나. 그 새끼 일 끝났으면 빨리 집에나 가지. 남아가지고 자꾸 뭐라고 말을 해.,1
7460,그래야겠어. 도무지 곰팡이가 없어지질 않아.,1
7461,"사과라고 보기에는 어렵고, 자기 변명만 하고 있어서 더 화가 났어.",1
7462,몸은 괜찮지만 집 밖으로 못 나가니까 답답하고 집으로 물이 들어올까 봐 걱정 돼.,1
7463,심지어 불도 꺼졌어. 이 안에 완전 고립됐어.,1
7464,내가 좋아하고 믿었던 유튜버가 뒷광고를 했다고 시청자들한테 사과하는 영상을 올렸어.,1
7465,결국은 집에서 휴식을 취하면서 영화도 보고 맛있는 거나 해먹어야겠어.,1
7466,주식이 계속 떨어지고 있어서 고민하고 있었는데 너의 말대로 해볼게.,1
7467,화장실은 청소를 해도해도 곰팡이가 끊이질 않아.,1
7468,너의 말대로 됐으면 정말 좋겠다.,1
7469,너무 많이 내려가서 손해를 보고 있어. 너무 속상해.,1
7470,사람들 때문에 억지로 하는 사과는 진정성이 없어.,1
7471,그렇겠지? 근데 너무 불안해.,1
7472,"아, 짜증나! 그 새끼는 할 일 없으면 집에나 갈 것이지. 늦게까지 결혼 못한 히스테리를 나한테 부리는 건가? 왜 그러지?",1
7473,요즘 주식을 시작하는데.,1
7474,맞아맞아. 진짜 짜증난다니까.,1
7475,내가 그것도 안했겠냐? 그냥 개노답이라니까?,1
7476,아무래도 집 안에 갇혀서 나갈 수가 없는 것 같아.,1
7477,요즘 다들 왜 그러는지 이해할 수가 없어. 짜증나.,1
7478,내가 자고 있는 사이에 비가 엄청 많이 왔대!,1
7479,결국 그렇게 해야겠지. 어디 갈데도 없으니까. 집에서 영화나 실컷 봐야겠어.,1
7480,단톡방에서 아는 지인이 추천해줘서 주식을 시작하게 되었어. ,1
7481,그래야 할 것 같아. 이대로 넘어가면 다음에 또 이런 일이 생기겠지?,1
7482,그래야겠지? 냄새가 너무 심해서 빨리 없애야 해.,1
7483,짭새 쫓아갔다가 우산도 잃어버렸어!,1
7484,사진을 정확하게 찍어 놨으니까 증거자료로 제출할 거야.,1
7485,내가 음식물쓰레기를 버려가지고 생긴 일이니까 얼른 청소해야지.,1
7486,나 갇히게 된 것 같아.,1
7487,내가 잠을 자는 동안에 비가 엄청 많이 와서 우리 동네가 고립되고 난 갇히게 됐어.,1
7488,나 10km 마라톤 대회에서 우승했어. 완전 신나.,1
7489,습기 때문에 그런 것 같아서 청소를 열심히 하는데 곰팡이가 안 없어져.,1
7490,갑자기 내 건강은 왜 걱정해? 난 괜찮거든?,1
7491,습기가 많아지니까 곰팡이가 계속 생겨서 걱정이야.,1
7492,그러게. 아 집에 냄새 다 베었을텐데. 아 진짜 어떡하냐?,1
7493,그런데 내가 샀던 때보다 많이 빠졌어.,1
7494,거기 새로 생긴덴데 아 너무 별로야. 너는 시켜먹지 마.,1
7495,밖에는 다 물에 잠겨 있어.,1
7496,일이 너무 많고 바빠서 1년 만에 받은 휴간데 비가 와서 망했어.,1
7497,아니 이제 안 쓴다니까? 왜 나한테만 그래.,1
7498,정당한 조치를 한번 받아보고 싶어.,1
7499,난 요즘 괜찮아. 비염 빼고는.,1
7500,"아이, 짭새나 경찰이나 거기서 거기지, 뭐.",1
7501,외출할 일이 적어지다 보니까 너무 가슴이 답답하고 몸도 쳐지는 것 같아.,1
7502,나 아주 스트레스 많이 받았은니깐 시끄러운 음윽으로 부탁해.,1
7503,지금은 괜찮은데 밤에는 진짜 무서웠어. 잠을 설쳐서 지금 피곤해.,1
7504,해도 깨끗해지지가 않아.,1
7505,너무 많이 와서 나갈 수가 없어.,1
7506,하. 화장실은 청소를 해도 곰팡이가 없어지지를 않아.,1
7507,나를 위해서 노래랑 영화를 찾아주다니! 정말 고마워!,1
7508,집에 갇혀있어. 바깥을 보니까 물이 너무 많이 차있어.,1
7509,조금 더 지켜보면 주가가 오를까? 너무 걱정이 돼.,1
7510,당장 팔 수도 없어. 손해가 너무 크거든.,1
7511,알았어. 한번 생각해볼게. 너도 고민해줘.,1
7512,집에 물도 안 들어왔는데 그냥 무서워 죽겠어.,1
7513,나 요즘 주식 해.,1
7514,할 수 없지 뭐.,1
7515,사과를 제대로 하는 사람은 없었어.,1
7516,나 너무 우울해.,1
7517,시간이 지나도 주식이 오르지 않고 계속 떨어지고 있어.,1
7518,주식 가격이 계속 떨어지고 있어서 너무 속상해.,1
7519,아니 내일 비가 온대? 오늘 이렇게 날씨가 맑은데? 사무실에 우산 없어.,1
7520,글쎄. 음악 가지고 될까?,1
7521,집에서 일만 하니까 너무 더 힘든 것 같아.,1
7522,아무거나 다 알려줘봐. 너무 우울해.,1
7523,아직까지는 집 안으로 물이 들어오지 않아서 괜찮아.,1
7524,괜찮다면 써볼까?,1
7525,다행히 아무도 안 다쳐서 다행이야.	,1
7526,그러니까 밖에서 활동을 해야 되는데 그러지 못하니까 힘들어.,1
7527,나는 그냥 음악 들으면서 혼자 뛰어.,1
7528,지금 너무 무서워. 밖에 나갈 수도 없고.,1
7529,내가 요즘 주식을 시작했는데.,1
7530,놀란 건 많이 진정됐지만 또 천둥이 그렇게 칠까봐서 무서워.,1
7531,나 요즘 주식을 시작했는데.,1
7532,지금은 아무 영상도 보고싶지 않아.,1
7533,방향제? 근데 안 좋은 냄새에다가 더하면 더 독하지 않나?,1
7534,내가 버린 음식물쓰레기가 상해서 냄새가 나는 거였어.,1
7535,갑자기 달려오는 해피를 본 사람들이 엄청 놀랐어. 그래서 내가 죄송하다고 몇 번 사과를 드렸어.,1
7536,나 너무 우울해.,1
7537,밖에 비가 너무 많이 와서 그래.,1
7538,요즘 다들 왜 이러는지 정말 이해가 안 가.,1
7539,몸은 괜찮은 거 같애. 근데 좀 정신적으로 쉽지 않다.,1
7540,너무너무 무서워. 나는 잘못한 것 같애.,1
7541,그러니까 말이야. 속상해. 냄새가 너무 심해!,1
7542,그런 거 같아요. 창문을 캘 수 밖에.,1
7543,비가 그렇게 많이 오는지 모르고 잠만 잤어. 대피문자도 못보고.,1
7544,"계속 떨어지고 있어서 어떻게 할지 고민하고 있었는데, 너의 말대로 해봐야겠어.",1
7545,"그렇긴 하지만, 아무튼 짜증나.",1
7546,맞아. 맨날 나만 미워하고 나한테만 못되게 굴어. 내가 뭘 잘못한 것도 아닌데.,1
7547,나 혼자 집 안에 갇히게 됐어.,1
7548,그런 것 같아. 집에만 있으니까 좀이 쑤셔서 답답해.,1
7549,"아흐! 저, 만지기도 싫은데. 아휴.",1
7550,곰팡이 제거제가 효과가 있어?,1
7551,우리 집 빼고 주변이 다 물바다라 나갈 수가 없어.,1
7552,요즘 코로나 때문에 산책을 거의 못하잖아. 아마 오랜만에 나갔더니 기분이 엄청 좋았나봐.,1
7553,너의 말대로 증거로 사진을 찍어 놓을게.,1
7554,개 힘들어 진짜. 이놈의 화장실은 청소를 해도 곰팡이가 사라지질 않아!,1
7555,집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,1
7556,그러고 싶지만 지금 형편에는 갈만한 곳이 없어.,1
7557,엄청 큰 천둥 소리 때문에 잠에서 깨서 잠도 못 잤어. 너무 무서웠어.,1
7558,잘 모르겠어. 주변이 다 물바다고 우리 집 빼고는 사람이 없어.,1
7559,자기 변명만 하고 있어서 그 영상을 보고 났더니 더 화가 나!,1
7560,원래 휴가 계획은 뭐겠어. 바다갈려고 했지.,1
7561,방향제랑 쓰레기통 냄새랑 섞이면 어떡할라고 그래!,1
7562,나 너무 우울해.,1
7563,그렇게 됐어!,1
7564,기분이 좋아지는 음악은 도대체 뭐야? 듣고싶다.,1
7565,그래. 음악 들으면서 스트레스 좀 풀고 싶다.,1
7566,나 지금 무지 화가 나는데 어떤 영상을 추천해줄 거야?,1
7567,나 엘리베이터에 갇혔어.,1
7568,쓰레기통에서 역겨운 냄새가 나고 있어!,1
7569,그런 새끼는 욕 쳐먹을려고 그러는 거라고! 그럴 땐 욕을 해줘야지!,1
7570,그럼. 다들 유튜버 보면서 그 제품을 샀다고.,1
7571,말도 마!,1
7572,잘 때 비가 그렇게 많이 왔대. 난 그것도 모르고 잠만 잤잖아.,1
7573,다행히 몸은 괜찮아. 다친 데도 없어.,1
7574,조금만 기다렸다가 팔아야겠지.,1
7575,그러니까 다음부턴 제때제때 버려야되겠어.,1
7576,그렇다니깐. 온통 사방이 다 물바다야.,1
7577,"구매해야겠어. 좋은 거, 좀 강한 거 있으면 추천해줘.",1
7578,정말 그래야될 것 같지. 다시는 이러지 못하게.,1
7579,화장실은 청소를 해도 곰팡이가 없어지지 않아! ,1
7580,너의 말대로 조금만 더 지켜봐야겠어. 혹시나 주식이 오를 수도 있잖아.,1
7581,음식점 많기로 소문난 강남역이야.,1
7582,모든 일을 비대면으로 처리하다 보니까 외출할 일이 없어져서 그런지 몸이 많이 처지고 의욕도 없어.,1
7583,몸도 무기력하지. 마음도 무기력하니까. 나갈 수 있을까?,1
7584,아니 휴가 첫날부터 하루종일 비가 오고 있어!,1
7585,내가 버린 음식물 쓰레기가 상해서 냄새가 나는 거야.,1
7586,"아니, 내가 욕을 하겠다는데 너가 무슨 상관이야?",1
7587,"삼성 증권에 들었는데, 그래도 경기가 안 좋아서인지 자꾸 내려 가.",1
7588,쓰레기통에서 역겨운 냄새가 나고 있어.,1
7589,방향제로 처리하면 정말 냄새가 사라질까?,1
7590,화장실은 아무리 청소를 해도 곰팡이가 안 없어져.,1
7591,간신히 잠이 들어서 잠을 자고 있는데 천둥소리 땜에 놀라서 깼어.,1
7592,뛰는 동안에 나 죽는 줄 알았어.,1
7593,코로나 때문에 회사가 재택근무로 바뀌었어.,1
7594,너무 많이 내려가서 손해를 보고 있어.,1
7595,그런게 있는지 몰랐어.,1
7596,시작한지 얼마 되지 않아서 나도 지켜봐야할 거 같애. 손해가 계속 나니까 오기가 생겨서 원금은 받아야 할 거 같은 생각이 들어.,1
7597,곰팡이 제거제가 효과가 좀 있다고 하니까 나 구매해서 사용해볼래.,1
7598,나 너무 우울하고 힘들어.,1
7599,그럼. 다들 그 유튜버 광고 보고 물건을 샀잖아. 피해 본 사람들이 많더라고!,1
7600,나 아무래도 혼자 갇힌 것 같아.,1
7601,나 갇히게 된 것 같아!,1
7602,요즘 다들 주식으로 돈을 많이 버니까 나도 한번 시작해봤지. 근데 망했어.,1
7603,내가 음식물 쓰레기도 같이 버려서 그래.,1
7604,그런 것 같아.,1
7605,오늘 날시 엄청 좋던데. 내일은 비가 온대? 사무실에 우산 없는데.,1
7606,아! 짜증 나! 그 새끼는 할 일 없으면 집에나 갈 것이지. 왜 나한테만 그러지?,1
7607,내가 쓰레기통을 제대로 안 비웠어.,1
7608,섞일까봐서 못 뿌리고 있었어.,1
7609,에이 고생은 무슨. 진작에 했어야 되는데.,1
7610,어차피 지금 팔지도 못해. 손해가 너무 크거든.,1
7611,나 요즘 주식하느라고 힘들어 죽겠어.,1
7612,집 안에만 있어서 그런지 기력도 없고 몸이 계속 쳐져.,1
7613,아 사진은 당연히 찍었지. 아 진짜 후기에 그냥 써버릴까 생각중이야. 짜증나 진짜. 돈만 버렸어.,1
7614,근처도 못 오게 막더라고. 짭새가.,1
7615,단톡방에서 아는 지인이 주식을 추천해줘서 시작하게 됐어. ,1
7616,단톡방에 아는 지인이 주식을 추천해줘서 하게 됐어.,1
7617,맞아. 몸도 축축 쳐지고 기분도 이상해.,1
7618,"와, 짜장면에서 벌레 나왔다!",1
7619,코로나 때문에 답답해서.,1
7620,나 요즘 주식하는데 정말 후회가 돼.,1
7621,증거가 이미 휴지통으로 가버렸는걸.,1
7622,화장실은 청소를 해도 곰팡이가 없어지지 않아.,1
7623,나의 기분을 풀어줄라구 그렇게 노력하는 거야? 정말 고마워.,1
7624,냄새를 방향제로 처리하는 게 가장 좋은 방법 같아.,1
7625,집에만 있고 밖에 안 나가니까 너무 답답한 것 같아.,1
7626,"에휴, 힘들어도 어떻게 해. 내가 음식물 쓰레기를 버린게 문제지. 얼른 청소를 해야겠어.",1
7627,내가 생각해도 고생이 많아.,1
